customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,tech_support,support_tickets_90d,satisfaction_score,churn
CUST108444,27,80.12,2235.46,Month-to-month,Fiber optic,Electronic check,No,2,1,1
CUST108445,16,94.52,1553.47,Month-to-month,Fiber optic,Electronic check,Yes,2,5,1
CUST108446,28,67.66,1924.53,Two year,DSL,Bank transfer,No,0,5,0
CUST108447,22,46.29,959.55,Month-to-month,DSL,Credit card,No,4,4,1
CUST108448,17,68.8,1146.14,Month-to-month,DSL,Mailed check,No,2,4,1
CUST108449,26,114.41,3091.41,Month-to-month,Fiber optic,Mailed check,Yes,1,4,1
CUST108450,16,64.67,1054.81,Month-to-month,DSL,Credit card,No,2,3,1
CUST108451,26,102.06,2629.01,Month-to-month,Fiber optic,Mailed check,Yes,1,4,0
CUST108452,29,99.7,2866.12,Month-to-month,Fiber optic,Mailed check,No,2,3,1
CUST108453,35,76.19,2573.06,Two year,No,Electronic check,Yes,1,3,0
CUST108454,5,69.15,356.12,Two year,DSL,Credit card,Yes,1,2,0
CUST108455,47,97.66,4759.98,Month-to-month,Fiber optic,Electronic check,Yes,2,4,1
CUST108456,20,100.18,2021.4,Two year,Fiber optic,Electronic check,No,4,3,0
CUST108457,67,99.51,6999.9,Two year,Fiber optic,Electronic check,Yes,3,4,0
CUST108458,39,76.33,3041.62,Two year,DSL,Electronic check,Yes,2,4,0
CUST108459,10,90.04,924.72,Month-to-month,Fiber optic,Mailed check,No,2,3,1
CUST108460,32,61.94,1953.13,Two year,DSL,Electronic check,No,2,3,0
CUST108461,45,87.27,3853.05,One year,Fiber optic,Mailed check,No,2,3,0
CUST108462,18,64.42,1122.07,Month-to-month,DSL,Mailed check,No,3,3,1
CUST108463,10,74.91,736.79,One year,DSL,Electronic check,No,2,3,0
CUST108464,8,54.35,433.86,Month-to-month,No,Electronic check,No,1,3,0
CUST108465,6,91.47,543.5,One year,Fiber optic,Electronic check,Yes,2,3,1
CUST108466,3,113.52,322.31,One year,Fiber optic,Bank transfer,Yes,3,2,1
CUST108467,20,87.5,1710.04,Month-to-month,Fiber optic,Bank transfer,Yes,1,5,0
CUST108468,9,87.88,778.73,Month-to-month,Fiber optic,Electronic check,No,2,2,1
CUST108469,13,61.01,785.42,Two year,Fiber optic,Electronic check,No,4,3,0
CUST108470,68,102.84,6484.21,Month-to-month,Fiber optic,Electronic check,Yes,3,4,0
CUST108471,29,68.01,2001.52,Two year,No,Credit card,No,3,2,0
CUST108472,10,63.18,660.82,One year,No,Credit card,Yes,0,4,0
CUST108473,72,71.92,4890.56,Month-to-month,DSL,Mailed check,No,4,3,1
CUST108474,26,81.46,2187.36,Month-to-month,Fiber optic,Credit card,Yes,2,3,1
CUST108475,72,62.05,4229.12,Two year,DSL,Electronic check,No,0,3,0
CUST108476,58,87.81,4720.7,Two year,DSL,Bank transfer,No,4,3,0
CUST108477,27,59.38,1630.2,Month-to-month,DSL,Bank transfer,Yes,3,4,0
CUST108478,20,71.26,1470.64,Month-to-month,Fiber optic,Mailed check,No,1,4,0
CUST108479,38,29.59,1157.98,Month-to-month,No,Bank transfer,No,1,3,0
CUST108480,25,88.11,2051.75,One year,Fiber optic,Mailed check,No,3,3,0
CUST108481,15,101.86,1407.03,Month-to-month,Fiber optic,Credit card,Yes,3,3,1
CUST108482,14,94.46,1369.11,Month-to-month,Fiber optic,Electronic check,Yes,2,4,1
CUST108483,43,100.62,4125.54,Month-to-month,Fiber optic,Electronic check,Yes,3,4,0
CUST108484,10,24.64,233.56,Two year,No,Mailed check,No,1,4,0
CUST108485,42,58.31,2522.3,Month-to-month,DSL,Electronic check,No,2,3,0
CUST108486,22,55.1,1161.38,One year,No,Electronic check,Yes,1,3,0
CUST108487,5,74.61,367.11,Month-to-month,No,Electronic check,No,3,3,1
CUST108488,45,78.18,3660.05,One year,DSL,Mailed check,Yes,0,4,0
CUST108489,10,58.61,592.08,One year,No,Bank transfer,No,5,1,1
CUST108490,12,60.52,709.26,Two year,No,Bank transfer,No,1,3,0
CUST108491,18,86.12,1527.46,One year,Fiber optic,Mailed check,No,5,2,1
CUST108492,21,110.7,2238.1,Month-to-month,Fiber optic,Electronic check,No,4,2,0
CUST108493,27,115.32,3211.48,Month-to-month,Fiber optic,Mailed check,Yes,2,3,0
CUST108494,43,78.31,3340.27,Month-to-month,DSL,Electronic check,No,1,4,0
CUST108495,42,75.27,3245.31,Month-to-month,DSL,Electronic check,No,2,2,1
CUST108496,14,82.22,1208.28,Two year,Fiber optic,Mailed check,No,2,3,1
CUST108497,14,63.32,869.92,Month-to-month,No,Electronic check,No,1,4,0
CUST108498,40,48.46,1788.68,Two year,DSL,Electronic check,No,1,4,0
CUST108499,9,80.84,753.54,Month-to-month,Fiber optic,Credit card,No,6,2,1
CUST108500,22,61.12,1279.1,Two year,DSL,Bank transfer,No,3,4,0
CUST108501,55,68.7,3602.31,Two year,No,Credit card,No,3,3,0
CUST108502,15,80.93,1170.07,One year,Fiber optic,Bank transfer,No,1,3,0
CUST108503,6,101.67,638.0,Month-to-month,Fiber optic,Electronic check,Yes,3,4,1
CUST108504,10,80.64,809.55,Two year,DSL,Bank transfer,No,2,3,0
CUST108505,11,92.86,1037.84,Two year,Fiber optic,Credit card,No,3,2,0
CUST108506,10,72.2,677.08,Month-to-month,Fiber optic,Credit card,No,3,2,0
CUST108507,18,59.45,1036.81,Two year,No,Bank transfer,Yes,0,4,0
CUST108508,72,111.03,7605.84,Two year,Fiber optic,Electronic check,Yes,2,4,0
CUST108509,31,70.51,2016.0,Month-to-month,Fiber optic,Bank transfer,No,0,4,0
CUST108510,19,51.47,983.16,Month-to-month,No,Electronic check,No,4,3,1
CUST108511,20,74.62,1375.05,Month-to-month,DSL,Electronic check,No,4,2,1
CUST108512,12,95.16,1179.67,Month-to-month,Fiber optic,Electronic check,Yes,1,4,1
CUST108513,20,82.77,1664.55,Two year,Fiber optic,Electronic check,Yes,2,3,0
CUST108514,53,100.16,5250.93,Two year,Fiber optic,Mailed check,No,5,2,0
CUST108515,23,65.87,1481.55,Month-to-month,Fiber optic,Credit card,No,3,3,1
CUST108516,42,84.97,3485.88,One year,No,Bank transfer,Yes,0,5,0
CUST108517,38,98.06,3579.89,Month-to-month,Fiber optic,Bank transfer,Yes,3,3,1
CUST108518,72,102.18,7409.99,Month-to-month,Fiber optic,Credit card,No,1,4,0
CUST108519,38,80.78,3066.4,One year,DSL,Electronic check,Yes,2,4,0
CUST108520,72,58.62,4055.72,One year,No,Bank transfer,Yes,1,3,0
CUST108521,44,69.4,3187.02,Month-to-month,DSL,Bank transfer,No,4,4,1
CUST108522,27,102.78,2690.52,Month-to-month,Fiber optic,Electronic check,No,6,3,1
CUST108523,11,109.23,1218.59,Two year,Fiber optic,Mailed check,Yes,1,3,0
CUST108524,42,65.39,2686.28,Month-to-month,No,Bank transfer,No,0,4,0
CUST108525,44,64.58,2655.62,Month-to-month,DSL,Credit card,No,2,1,0
CUST108526,45,61.69,2881.99,Two year,No,Mailed check,No,3,3,0
CUST108527,1,86.68,88.72,Two year,Fiber optic,Bank transfer,Yes,4,5,0
CUST108528,15,85.38,1207.72,One year,DSL,Bank transfer,No,1,3,0
CUST108529,31,65.01,1967.69,Month-to-month,No,Credit card,Yes,3,3,1
CUST108530,16,88.23,1455.15,One year,Fiber optic,Credit card,Yes,1,4,0
CUST108531,14,85.31,1212.95,One year,Fiber optic,Electronic check,No,1,2,1
CUST108532,12,74.11,894.02,Month-to-month,Fiber optic,Bank transfer,Yes,0,5,1
CUST108533,5,74.72,383.35,Month-to-month,DSL,Credit card,Yes,2,3,0
CUST108534,29,70.84,1974.89,Month-to-month,Fiber optic,Mailed check,No,0,3,0
CUST108535,13,80.8,1081.98,Month-to-month,Fiber optic,Bank transfer,Yes,1,3,1
CUST108536,15,56.21,875.1,Two year,DSL,Mailed check,No,3,3,0
CUST108537,19,59.21,1043.58,One year,DSL,Mailed check,No,1,4,0
CUST108538,33,102.48,3512.98,Month-to-month,Fiber optic,Bank transfer,No,2,3,0
CUST108539,26,45.25,1229.84,Month-to-month,No,Mailed check,No,2,4,0
CUST108540,26,68.5,1728.05,Month-to-month,Fiber optic,Electronic check,No,5,3,1
CUST108541,2,59.32,122.88,Month-to-month,DSL,Bank transfer,No,1,2,1
CUST108542,42,73.07,2845.13,Month-to-month,DSL,Mailed check,No,2,4,0
CUST108543,64,78.71,5092.26,Two year,DSL,Credit card,Yes,2,4,0
CUST108544,25,79.29,1944.38,Two year,DSL,Electronic check,No,0,3,0
CUST108545,9,80.58,713.12,Two year,DSL,Bank transfer,Yes,2,4,0
CUST108546,14,79.27,1152.83,Month-to-month,DSL,Electronic check,No,1,3,1
CUST108547,9,51.45,463.55,Two year,No,Bank transfer,No,0,4,0
CUST108548,59,50.17,3067.85,One year,No,Credit card,No,3,2,0
CUST108549,15,60.87,861.41,Month-to-month,No,Credit card,No,1,4,0
CUST108550,26,84.13,2215.94,Month-to-month,DSL,Bank transfer,Yes,1,5,0
CUST108551,18,68.93,1179.27,Month-to-month,DSL,Electronic check,No,3,2,1
CUST108552,32,104.2,3137.69,Month-to-month,Fiber optic,Credit card,Yes,0,3,1
CUST108553,11,67.81,770.45,Two year,DSL,Electronic check,Yes,1,4,0
CUST108554,25,93.82,2338.19,One year,Fiber optic,Electronic check,No,2,4,0
CUST108555,16,94.45,1418.35,Two year,Fiber optic,Electronic check,Yes,1,4,1
CUST108556,46,55.51,2529.07,One year,No,Bank transfer,Yes,0,4,0
CUST108557,2,80.1,160.88,Month-to-month,DSL,Credit card,Yes,0,4,0
CUST108558,17,95.81,1688.41,Month-to-month,Fiber optic,Credit card,Yes,2,3,0
CUST108559,43,66.22,2690.0,Month-to-month,DSL,Bank transfer,No,3,4,0
CUST108560,40,95.01,3588.98,Two year,Fiber optic,Bank transfer,No,3,2,0
CUST108561,5,72.54,367.66,Month-to-month,No,Credit card,Yes,1,4,1
CUST108562,37,92.85,3339.92,Month-to-month,Fiber optic,Bank transfer,No,1,4,0
CUST108563,10,60.13,609.04,Month-to-month,DSL,Mailed check,No,0,2,1
CUST108564,13,69.98,860.49,Two year,DSL,Credit card,No,2,3,0
CUST108565,42,46.9,1975.31,Month-to-month,DSL,Credit card,No,0,4,0
CUST108566,17,81.41,1309.76,Month-to-month,Fiber optic,Bank transfer,Yes,0,3,1
CUST108567,5,70.63,344.12,One year,DSL,Bank transfer,No,0,3,0
CUST108568,8,82.33,683.58,Month-to-month,DSL,Credit card,Yes,0,4,0
CUST108569,22,98.52,2056.85,One year,Fiber optic,Credit card,No,3,3,0
CUST108570,16,107.2,1626.74,One year,Fiber optic,Electronic check,Yes,2,3,0
CUST108571,16,77.29,1250.57,Month-to-month,DSL,Credit card,No,2,3,0
CUST108572,31,97.26,2868.0,Month-to-month,Fiber optic,Bank transfer,Yes,4,2,1
CUST108573,28,97.6,2712.02,Month-to-month,Fiber optic,Bank transfer,No,3,3,0
CUST108574,17,58.9,996.43,Month-to-month,DSL,Mailed check,No,1,3,0
CUST108575,40,48.61,2007.38,One year,DSL,Electronic check,No,1,3,1
CUST108576,32,45.69,1355.27,Month-to-month,No,Electronic check,No,0,4,1
CUST108577,26,49.37,1336.22,Month-to-month,No,Electronic check,Yes,0,3,0
CUST108578,14,73.43,1035.95,One year,DSL,Mailed check,Yes,1,4,0
CUST108579,45,65.67,3048.46,One year,Fiber optic,Bank transfer,No,4,3,0
CUST108580,16,79.8,1249.02,Two year,Fiber optic,Mailed check,No,4,3,0
CUST108581,17,97.48,1555.24,Two year,Fiber optic,Mailed check,No,1,4,0
CUST108582,60,54.23,3358.75,Month-to-month,DSL,Electronic check,No,3,3,1
CUST108583,10,51.21,498.59,Month-to-month,DSL,Bank transfer,No,5,3,1
CUST108584,10,48.01,475.77,One year,No,Credit card,No,2,3,0
CUST108585,18,72.05,1259.98,One year,Fiber optic,Mailed check,No,1,3,0
CUST108586,8,88.51,658.46,Month-to-month,Fiber optic,Electronic check,No,1,3,1
CUST108587,9,59.89,511.29,Two year,DSL,Electronic check,No,0,3,0
CUST108588,59,82.02,5052.36,One year,Fiber optic,Bank transfer,No,6,3,1
CUST108589,17,97.39,1651.5,Month-to-month,Fiber optic,Credit card,Yes,2,4,1
CUST108590,27,73.72,1963.01,One year,Fiber optic,Credit card,No,1,4,0
CUST108591,6,96.7,536.72,Month-to-month,Fiber optic,Credit card,No,3,3,1
CUST108592,10,116.87,1208.41,Two year,Fiber optic,Bank transfer,Yes,3,4,0
CUST108593,65,54.46,3709.72,Month-to-month,DSL,Mailed check,No,2,3,0
CUST108594,9,46.62,389.52,One year,No,Electronic check,No,0,1,0
CUST108595,28,42.22,1200.61,One year,No,Mailed check,No,3,4,0
CUST108596,1,71.85,75.07,Month-to-month,Fiber optic,Electronic check,No,4,3,1
CUST108597,5,118.75,618.04,One year,Fiber optic,Electronic check,Yes,2,4,1
CUST108598,17,48.01,820.33,Month-to-month,No,Electronic check,No,3,1,1
CUST108599,40,68.66,2720.43,Month-to-month,No,Electronic check,Yes,3,4,0
CUST108600,21,81.95,1598.71,Month-to-month,No,Electronic check,No,0,5,1
CUST108601,18,79.52,1417.99,Two year,DSL,Credit card,No,4,4,0
CUST108602,33,77.12,2629.53,Two year,No,Mailed check,Yes,1,3,0
CUST108603,25,63.71,1496.7,Month-to-month,DSL,Mailed check,Yes,2,2,0
CUST108604,4,96.25,361.87,Two year,Fiber optic,Electronic check,No,2,2,0
CUST108605,20,79.98,1640.4,Two year,Fiber optic,Bank transfer,No,2,3,0
CUST108606,14,74.21,1086.68,Month-to-month,No,Credit card,No,2,3,0
CUST108607,18,50.08,839.07,Two year,No,Electronic check,No,4,2,0
CUST108608,14,53.75,707.26,Month-to-month,DSL,Credit card,Yes,3,4,0
CUST108609,21,71.34,1456.02,Two year,DSL,Credit card,Yes,2,3,0
CUST108610,28,91.55,2670.57,One year,Fiber optic,Credit card,Yes,3,3,0
CUST108611,7,43.17,281.51,Two year,DSL,Bank transfer,No,0,3,0
CUST108612,12,92.11,1022.34,Month-to-month,Fiber optic,Electronic check,Yes,1,3,0
CUST108613,33,72.43,2486.31,Month-to-month,Fiber optic,Electronic check,No,2,3,0
CUST108614,36,93.59,3287.95,Two year,Fiber optic,Bank transfer,No,3,3,0
CUST108615,54,46.28,2486.1,One year,DSL,Credit card,No,1,3,0
CUST108616,22,68.06,1446.06,One year,No,Bank transfer,Yes,4,3,0
CUST108617,11,50.57,557.53,One year,No,Electronic check,Yes,1,4,0
CUST108618,12,80.0,949.57,One year,Fiber optic,Electronic check,No,1,2,0
CUST108619,21,80.69,1562.84,Month-to-month,Fiber optic,Mailed check,Yes,3,4,0
CUST108620,10,84.87,800.45,Month-to-month,Fiber optic,Credit card,No,3,4,1
CUST108621,51,86.8,4103.66,Month-to-month,Fiber optic,Electronic check,Yes,2,3,1
CUST108622,14,87.38,1142.23,Month-to-month,DSL,Electronic check,No,2,3,0
CUST108623,46,83.35,3607.58,Two year,DSL,Bank transfer,No,2,4,0
CUST108624,8,89.68,744.75,Month-to-month,Fiber optic,Electronic check,No,1,4,0
CUST108625,18,66.94,1141.16,Month-to-month,No,Electronic check,No,2,3,1
CUST108626,16,70.15,1177.2,Month-to-month,DSL,Electronic check,Yes,1,4,1
CUST108627,6,94.79,590.01,Two year,Fiber optic,Mailed check,Yes,3,4,1
CUST108628,17,66.31,1099.38,Month-to-month,DSL,Electronic check,No,0,3,1
CUST108629,25,88.33,2052.93,Month-to-month,Fiber optic,Electronic check,No,5,2,1
CUST108630,2,68.83,143.9,Two year,DSL,Mailed check,Yes,1,3,0
CUST108631,30,56.2,1715.0,Month-to-month,DSL,Bank transfer,No,1,2,1
CUST108632,26,55.53,1388.75,One year,Fiber optic,Bank transfer,No,2,3,0
CUST108633,20,66.01,1261.09,Month-to-month,DSL,Bank transfer,Yes,1,4,0
CUST108634,35,70.49,2553.76,One year,No,Bank transfer,No,3,2,1
CUST108635,36,60.84,2237.66,Month-to-month,DSL,Credit card,No,1,3,0
CUST108636,72,60.83,4148.7,Month-to-month,DSL,Electronic check,Yes,0,3,1
CUST108637,5,53.43,253.09,Month-to-month,No,Electronic check,No,3,3,1
CUST108638,56,35.05,2009.68,One year,No,Bank transfer,No,0,4,0
CUST108639,41,51.5,2180.76,Two year,No,Electronic check,No,4,3,0
CUST108640,26,99.33,2552.65,Month-to-month,Fiber optic,Electronic check,Yes,3,3,0
CUST108641,9,96.28,814.47,One year,Fiber optic,Electronic check,Yes,2,3,0
CUST108642,15,74.69,1066.48,Month-to-month,DSL,Credit card,No,0,3,0
CUST108643,13,75.04,980.19,One year,No,Credit card,Yes,3,2,0
CUST108644,19,49.4,884.65,Two year,DSL,Electronic check,No,1,3,0
CUST108645,34,55.57,1746.38,Month-to-month,No,Electronic check,Yes,4,3,1
CUST108646,49,51.97,2442.02,Month-to-month,DSL,Electronic check,No,4,2,0
CUST108647,67,85.33,5737.96,One year,Fiber optic,Electronic check,Yes,2,3,1
CUST108648,15,61.56,908.35,Two year,No,Electronic check,No,6,2,0
CUST108649,23,67.09,1611.48,One year,No,Electronic check,Yes,0,3,1
CUST108650,10,66.4,622.44,Month-to-month,DSL,Bank transfer,No,4,4,0
CUST108651,42,71.93,3144.0,One year,DSL,Credit card,Yes,2,4,0
CUST108652,28,113.12,3108.72,Month-to-month,Fiber optic,Electronic check,Yes,1,4,0
CUST108653,17,78.23,1386.53,Two year,DSL,Electronic check,Yes,2,4,0
CUST108654,5,93.19,439.58,Two year,Fiber optic,Bank transfer,No,5,2,1
CUST108655,24,93.95,2150.72,Two year,DSL,Electronic check,Yes,0,4,0
CUST108656,25,52.41,1266.91,Two year,DSL,Electronic check,No,0,4,0
CUST108657,4,96.87,362.76,Two year,Fiber optic,Electronic check,Yes,0,3,1
CUST108658,7,83.94,555.2,Month-to-month,Fiber optic,Bank transfer,No,2,3,0
CUST108659,23,84.96,1902.0,Two year,Fiber optic,Electronic check,Yes,1,4,0
CUST108660,63,72.85,4555.84,Month-to-month,DSL,Electronic check,Yes,0,3,0
CUST108661,45,80.8,3616.1,Month-to-month,Fiber optic,Bank transfer,No,1,4,0
CUST108662,18,74.05,1227.45,Month-to-month,DSL,Electronic check,Yes,0,5,0
CUST108663,16,73.99,1212.24,Month-to-month,DSL,Credit card,No,0,4,1
CUST108664,12,78.68,905.76,Month-to-month,Fiber optic,Mailed check,No,4,3,1
CUST108665,11,57.15,638.6,Month-to-month,DSL,Electronic check,No,3,2,1
CUST108666,17,83.5,1355.96,Month-to-month,DSL,Electronic check,Yes,1,4,0
CUST108667,72,70.54,4860.39,Month-to-month,DSL,Credit card,Yes,1,5,0
CUST108668,16,102.81,1640.8,Month-to-month,Fiber optic,Electronic check,Yes,2,3,1
CUST108669,21,82.12,1590.44,One year,DSL,Electronic check,Yes,3,2,1
CUST108670,7,66.03,432.38,One year,DSL,Electronic check,No,0,3,0
CUST108671,31,64.35,2086.39,One year,DSL,Credit card,No,2,3,0
CUST108672,20,87.1,1706.66,One year,Fiber optic,Credit card,No,4,4,0
CUST108673,15,60.19,927.6,One year,DSL,Bank transfer,No,2,4,1
CUST108674,9,50.75,468.92,Month-to-month,No,Electronic check,No,2,3,1
CUST108675,11,59.32,600.81,Month-to-month,No,Electronic check,No,3,3,1
CUST108676,14,85.04,1166.88,Month-to-month,No,Electronic check,Yes,1,3,0
CUST108677,15,89.66,1346.18,Month-to-month,Fiber optic,Electronic check,Yes,2,3,1
CUST108678,9,69.44,639.47,Two year,DSL,Credit card,Yes,0,3,0
CUST108679,19,89.64,1780.71,Month-to-month,Fiber optic,Bank transfer,Yes,3,2,0
CUST108680,24,45.19,1017.85,Two year,DSL,Electronic check,No,2,3,0
CUST108681,35,68.68,2431.56,Month-to-month,DSL,Credit card,No,3,3,1
CUST108682,61,71.76,4277.61,One year,DSL,Electronic check,Yes,1,4,0
CUST108683,4,52.49,203.9,Month-to-month,No,Mailed check,Yes,0,4,0
CUST108684,27,45.48,1129.86,Two year,No,Electronic check,No,0,4,0
CUST108685,16,86.82,1456.85,Two year,Fiber optic,Mailed check,No,2,3,0
CUST108686,2,65.44,130.92,Month-to-month,No,Electronic check,Yes,0,4,0
CUST108687,12,55.1,662.36,Month-to-month,No,Electronic check,No,0,3,1
CUST108688,32,73.22,2440.7,One year,DSL,Credit card,No,2,5,0
CUST108689,30,97.47,2779.26,Month-to-month,Fiber optic,Credit card,Yes,2,4,0
CUST108690,22,89.59,1993.69,Month-to-month,Fiber optic,Mailed check,No,2,3,1
CUST108691,11,87.03,937.99,Two year,Fiber optic,Credit card,No,1,3,0
CUST108692,51,54.68,2742.52,One year,Fiber optic,Electronic check,No,0,3,0
CUST108693,8,90.98,743.84,Month-to-month,Fiber optic,Mailed check,No,1,3,1
CUST108694,15,118.75,1701.02,Month-to-month,Fiber optic,Electronic check,Yes,0,3,1
CUST108695,17,74.3,1315.91,Month-to-month,DSL,Electronic check,No,2,3,1
CUST108696,19,58.18,1087.19,Two year,DSL,Mailed check,No,4,1,0
CUST108697,72,92.12,6547.53,Month-to-month,Fiber optic,Bank transfer,No,4,4,1
CUST108698,58,55.39,3119.16,Month-to-month,No,Bank transfer,Yes,0,4,0
CUST108699,29,89.48,2413.1,Month-to-month,Fiber optic,Mailed check,No,1,5,0
CUST108700,20,82.57,1638.19,Two year,Fiber optic,Mailed check,No,3,3,0
CUST108701,20,40.19,808.01,Month-to-month,DSL,Bank transfer,No,3,3,0
CUST108702,34,61.48,1936.83,One year,DSL,Credit card,No,1,3,0
CUST108703,44,73.3,3091.46,Month-to-month,Fiber optic,Electronic check,No,3,3,1
CUST108704,8,67.28,553.25,Two year,DSL,Mailed check,No,0,5,0
CUST108705,61,92.61,5561.13,Month-to-month,Fiber optic,Credit card,No,0,4,0
CUST108706,28,95.06,2657.16,Two year,Fiber optic,Mailed check,Yes,3,4,0
CUST108707,13,95.86,1205.95,Two year,DSL,Credit card,Yes,1,4,0
CUST108708,18,104.07,1737.32,Month-to-month,Fiber optic,Mailed check,Yes,2,4,0
CUST108709,29,63.88,1839.14,Month-to-month,No,Credit card,Yes,2,4,0
CUST108710,30,86.36,2469.38,Two year,DSL,Credit card,Yes,1,3,0
CUST108711,9,95.03,865.82,Month-to-month,Fiber optic,Mailed check,No,1,4,1
CUST108712,20,73.91,1435.92,Two year,DSL,Electronic check,No,3,4,0
CUST108713,24,63.84,1510.86,Two year,DSL,Bank transfer,No,4,1,0
CUST108714,45,87.76,3921.54,Month-to-month,Fiber optic,Electronic check,No,2,3,0
CUST108715,48,75.82,3690.14,Month-to-month,No,Electronic check,Yes,1,3,0
CUST108716,7,91.45,656.48,Month-to-month,DSL,Mailed check,Yes,3,4,0
CUST108717,21,108.85,2133.02,One year,Fiber optic,Mailed check,Yes,3,4,0
CUST108718,13,70.71,856.82,Month-to-month,DSL,Credit card,No,1,3,0
CUST108719,28,69.45,1829.57,One year,No,Electronic check,Yes,0,4,0
CUST108720,72,93.37,6759.64,Month-to-month,Fiber optic,Electronic check,Yes,2,4,0
CUST108721,41,104.38,4076.99,Two year,Fiber optic,Bank transfer,Yes,0,4,0
CUST108722,30,82.48,2525.25,Month-to-month,DSL,Bank transfer,No,1,5,0
CUST108723,36,60.63,2117.05,Month-to-month,DSL,Electronic check,No,3,3,0
CUST108724,55,94.15,5046.63,Month-to-month,Fiber optic,Electronic check,Yes,6,3,1
CUST108725,39,70.26,2719.91,Month-to-month,No,Electronic check,Yes,1,4,0
CUST108726,8,104.53,836.34,Month-to-month,Fiber optic,Credit card,Yes,3,4,1
CUST108727,64,73.08,4313.87,Two year,No,Electronic check,No,3,3,0
CUST108728,23,38.87,870.55,Month-to-month,No,Mailed check,Yes,0,4,0
CUST108729,28,85.6,2459.46,Month-to-month,Fiber optic,Credit card,Yes,1,4,1
CUST108730,48,70.26,3370.08,One year,DSL,Electronic check,Yes,0,4,0
CUST108731,72,73.66,5068.69,One year,Fiber optic,Credit card,No,2,5,0
CUST108732,15,86.74,1354.29,Month-to-month,DSL,Bank transfer,Yes,1,4,0
CUST108733,46,68.59,3299.92,Month-to-month,DSL,Mailed check,No,3,4,0
CUST108734,14,76.66,1052.31,Month-to-month,DSL,Credit card,No,3,3,0
CUST108735,26,54.69,1372.34,Month-to-month,DSL,Electronic check,No,1,3,1
CUST108736,6,97.92,607.18,Month-to-month,Fiber optic,Credit card,Yes,1,3,1
CUST108737,14,76.07,1018.85,Month-to-month,Fiber optic,Electronic check,No,4,2,1
CUST108738,25,79.49,2016.23,One year,Fiber optic,Mailed check,No,6,1,1
CUST108739,31,58.74,1837.7,Two year,DSL,Electronic check,Yes,3,4,0
CUST108740,30,38.93,1170.87,Month-to-month,No,Mailed check,Yes,1,4,0
CUST108741,42,89.31,3529.53,Month-to-month,DSL,Electronic check,Yes,2,4,0
CUST108742,16,87.52,1320.29,Two year,Fiber optic,Electronic check,No,4,2,1
CUST108743,20,61.32,1190.13,One year,No,Electronic check,No,1,2,0
CUST108744,21,80.26,1669.43,One year,Fiber optic,Electronic check,No,3,2,1
CUST108745,17,67.01,1101.98,Two year,No,Electronic check,No,0,4,0
CUST108746,10,107.42,1090.51,One year,Fiber optic,Bank transfer,Yes,0,4,1
CUST108747,23,82.69,1818.43,One year,Fiber optic,Bank transfer,No,1,3,0
CUST108748,38,58.12,2205.79,Month-to-month,No,Bank transfer,Yes,1,3,0
CUST108749,27,67.58,1736.9,Two year,DSL,Bank transfer,Yes,1,4,0
CUST108750,15,62.66,918.56,One year,No,Electronic check,No,0,4,0
CUST108751,23,69.09,1549.71,Month-to-month,DSL,Electronic check,Yes,2,5,0
CUST108752,15,91.57,1354.63,One year,Fiber optic,Bank transfer,Yes,2,5,0
CUST108753,32,77.89,2537.12,Month-to-month,Fiber optic,Mailed check,No,5,3,1
CUST108754,38,76.94,2819.33,Month-to-month,Fiber optic,Bank transfer,Yes,0,3,0
CUST108755,39,62.54,2448.31,Month-to-month,DSL,Electronic check,Yes,0,4,0
CUST108756,18,109.48,2042.8,One year,Fiber optic,Mailed check,Yes,3,3,0
CUST108757,15,74.53,1074.02,Month-to-month,Fiber optic,Mailed check,No,1,4,0
CUST108758,42,94.65,3922.8,One year,Fiber optic,Bank transfer,Yes,1,5,0
CUST108759,17,71.01,1158.06,One year,DSL,Credit card,No,3,3,0
CUST108760,23,93.03,2199.33,Month-to-month,Fiber optic,Bank transfer,Yes,3,4,1
CUST108761,27,96.2,2487.52,Month-to-month,Fiber optic,Bank transfer,No,4,4,1
CUST108762,22,91.88,2118.48,Month-to-month,Fiber optic,Bank transfer,Yes,2,3,1
CUST108763,35,56.74,1844.03,One year,No,Credit card,Yes,3,4,0
CUST108764,6,69.57,432.54,Two year,DSL,Credit card,Yes,3,3,0
CUST108765,30,108.67,3339.06,Month-to-month,Fiber optic,Electronic check,Yes,1,3,0
CUST108766,12,68.0,767.04,One year,DSL,Electronic check,No,1,2,1
CUST108767,16,62.44,1005.75,Two year,DSL,Credit card,No,1,3,0
CUST108768,25,49.14,1136.05,One year,DSL,Bank transfer,No,2,4,0
CUST108769,5,88.17,408.7,Month-to-month,Fiber optic,Mailed check,No,3,4,1
CUST108770,19,86.26,1628.81,Month-to-month,Fiber optic,Bank transfer,Yes,2,3,1
CUST108771,17,35.38,599.15,Two year,No,Electronic check,Yes,1,4,0
CUST108772,20,90.22,1732.75,Month-to-month,Fiber optic,Credit card,Yes,2,4,1
CUST108773,16,69.01,1140.91,Month-to-month,DSL,Mailed check,No,6,2,1
CUST108774,23,91.91,2111.03,Month-to-month,Fiber optic,Credit card,No,8,3,1
CUST108775,14,83.56,1174.14,Month-to-month,Fiber optic,Bank transfer,No,2,2,1
