tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,tech_support,support_tickets_90d,satisfaction_score,churn
17,74.92,1249.17,Month-to-month,DSL,Electronic check,Yes,2,4,0
10,92.23,904.95,Two year,Fiber optic,Electronic check,No,3,3,0
9,81.7,687.15,One year,Fiber optic,Credit card,No,1,3,0
61,57.51,3603.84,Month-to-month,No,Mailed check,Yes,1,5,0
5,99.46,479.89,Month-to-month,Fiber optic,Electronic check,No,4,3,1
16,84.55,1343.97,Two year,Fiber optic,Mailed check,No,1,4,0
22,89.15,1908.83,Month-to-month,Fiber optic,Credit card,Yes,0,5,0
61,76.12,4639.14,Month-to-month,Fiber optic,Electronic check,No,2,3,1
7,65.23,451.39,Month-to-month,No,Electronic check,No,2,3,1
47,86.94,4268.26,Month-to-month,Fiber optic,Credit card,No,1,1,1
16,95.9,1602.7,One year,Fiber optic,Credit card,No,2,5,0
17,71.61,1146.99,One year,No,Mailed check,No,4,3,1
30,70.89,2203.62,Two year,Fiber optic,Electronic check,No,4,4,1
52,85.95,4366.62,One year,Fiber optic,Electronic check,No,0,4,0
13,96.17,1226.34,One year,Fiber optic,Credit card,Yes,1,4,0
24,51.51,1255.93,Month-to-month,No,Bank transfer,No,1,3,0
21,70.69,1463.55,Two year,DSL,Mailed check,Yes,0,5,0
21,75.82,1613.93,Month-to-month,DSL,Electronic check,No,1,4,0
34,80.49,2666.81,Month-to-month,DSL,Electronic check,No,0,3,0
10,60.62,614.74,Two year,DSL,Bank transfer,Yes,1,4,0
14,75.97,1046.42,Two year,DSL,Bank transfer,No,2,3,0
4,60.14,224.81,Month-to-month,No,Mailed check,Yes,4,3,0
28,72.71,2031.56,Month-to-month,DSL,Bank transfer,Yes,1,3,0
20,54.55,1099.43,Month-to-month,No,Bank transfer,No,2,2,1
51,79.21,3846.43,One year,Fiber optic,Bank transfer,No,1,4,0
7,64.98,457.87,Month-to-month,DSL,Electronic check,Yes,2,3,0
66,66.41,4599.82,Month-to-month,DSL,Credit card,No,3,3,1
32,85.78,2697.61,Month-to-month,Fiber optic,Electronic check,No,0,3,1
31,100.12,2981.34,Two year,Fiber optic,Bank transfer,No,2,3,0
12,116.06,1312.12,Two year,Fiber optic,Electronic check,No,2,2,1
15,91.94,1304.15,Two year,Fiber optic,Bank transfer,No,3,2,0
13,48.58,599.65,One year,No,Bank transfer,Yes,0,4,0
45,97.39,4237.67,Month-to-month,Fiber optic,Electronic check,No,2,2,1
3,62.66,173.57,Month-to-month,DSL,Mailed check,No,1,3,1
17,84.53,1411.19,Month-to-month,Fiber optic,Mailed check,No,1,3,0
18,64.92,1209.64,Month-to-month,DSL,Mailed check,No,1,2,1
13,87.86,1120.02,One year,Fiber optic,Electronic check,No,1,3,1
8,97.72,770.95,Month-to-month,Fiber optic,Electronic check,Yes,1,2,1
2,72.61,144.38,Two year,DSL,Credit card,No,1,3,0
17,101.97,1814.48,Month-to-month,Fiber optic,Electronic check,No,1,3,1
28,114.8,3078.9,Month-to-month,Fiber optic,Mailed check,Yes,3,4,1
20,64.29,1343.19,One year,DSL,Electronic check,No,2,5,0
8,36.1,294.34,One year,No,Bank transfer,No,2,3,0
18,57.7,1015.4,Month-to-month,DSL,Bank transfer,No,2,3,0
51,46.6,2446.8,One year,DSL,Bank transfer,No,1,2,0
11,72.18,829.08,One year,DSL,Bank transfer,No,0,3,0
22,70.71,1621.17,Month-to-month,DSL,Mailed check,No,4,2,0
25,73.02,1786.65,Month-to-month,DSL,Credit card,Yes,0,3,0
5,63.23,328.21,Two year,DSL,Bank transfer,Yes,0,5,0
15,80.1,1215.4,Month-to-month,DSL,Bank transfer,No,2,3,1
15,67.78,945.72,Month-to-month,DSL,Bank transfer,Yes,0,4,0
19,73.27,1287.45,Month-to-month,Fiber optic,Mailed check,No,2,4,1
44,68.08,2911.21,Month-to-month,Fiber optic,Bank transfer,No,0,3,0
7,75.3,529.14,Two year,DSL,Bank transfer,Yes,0,3,0
46,67.18,3202.49,Month-to-month,DSL,Credit card,No,2,4,0
30,71.47,1982.94,Two year,DSL,Credit card,No,3,2,0
67,85.16,5449.7,Two year,Fiber optic,Mailed check,Yes,1,4,0
2,58.17,118.34,Month-to-month,DSL,Bank transfer,Yes,1,4,1
72,49.48,3445.71,One year,No,Electronic check,No,0,5,0
5,66.86,333.78,Two year,Fiber optic,Credit card,No,0,4,0
9,74.62,652.65,Two year,DSL,Bank transfer,Yes,1,5,0
9,98.11,836.17,One year,Fiber optic,Credit card,Yes,1,2,0
29,57.12,1536.86,Month-to-month,DSL,Bank transfer,No,2,4,0
16,83.17,1317.29,Month-to-month,Fiber optic,Bank transfer,No,3,4,0
10,77.17,728.56,Month-to-month,DSL,Electronic check,No,1,3,1
59,94.37,5172.8,One year,Fiber optic,Bank transfer,No,2,3,0
2,83.25,159.88,Month-to-month,Fiber optic,Mailed check,No,2,3,1
38,90.93,3594.77,One year,Fiber optic,Mailed check,No,4,3,1
18,68.13,1217.46,One year,Fiber optic,Electronic check,No,3,2,1
10,42.89,408.0,Month-to-month,No,Electronic check,No,2,4,1
11,81.17,893.3,Two year,Fiber optic,Credit card,No,0,2,1
15,87.04,1331.93,Month-to-month,Fiber optic,Bank transfer,Yes,1,3,1
9,75.58,700.95,Month-to-month,No,Electronic check,No,3,2,1
34,82.29,2934.2,Two year,Fiber optic,Bank transfer,Yes,3,3,0
14,58.53,819.64,Month-to-month,DSL,Electronic check,No,3,2,1
31,89.0,2693.42,Month-to-month,Fiber optic,Electronic check,No,4,4,0
11,76.0,842.97,Two year,No,Electronic check,Yes,0,4,0
22,65.01,1336.19,Two year,DSL,Electronic check,No,4,3,0
22,93.86,2097.7,Two year,Fiber optic,Credit card,No,2,3,0
19,84.78,1540.31,Month-to-month,DSL,Bank transfer,No,1,3,1
47,95.77,4530.87,Month-to-month,Fiber optic,Bank transfer,No,4,3,1
50,73.96,3626.14,Month-to-month,Fiber optic,Bank transfer,No,4,2,0
33,103.3,3248.22,Month-to-month,Fiber optic,Mailed check,Yes,2,3,0
40,76.01,3101.4,Two year,DSL,Bank transfer,No,2,2,0
31,67.39,2160.34,Month-to-month,DSL,Bank transfer,No,0,4,1
13,88.61,1145.25,One year,Fiber optic,Mailed check,No,4,3,1
17,70.45,1232.43,Month-to-month,DSL,Mailed check,No,1,3,0
2,75.65,155.72,Month-to-month,Fiber optic,Electronic check,No,2,3,1
8,66.42,505.61,Month-to-month,DSL,Electronic check,No,0,4,0
5,104.33,521.3,Month-to-month,Fiber optic,Electronic check,Yes,1,3,1
10,90.69,951.43,Month-to-month,Fiber optic,Bank transfer,No,3,3,1
23,55.7,1197.82,Two year,DSL,Electronic check,Yes,2,4,0
12,93.29,1124.07,One year,DSL,Bank transfer,Yes,3,3,1
35,72.88,2468.41,One year,DSL,Mailed check,Yes,0,4,0
8,81.89,635.71,Month-to-month,DSL,Mailed check,No,0,4,0
30,54.19,1508.49,One year,No,Bank transfer,No,2,3,1
8,62.2,475.96,One year,No,Electronic check,No,0,4,0
44,63.25,2869.7,Month-to-month,No,Credit card,No,1,3,0
8,76.7,569.22,One year,Fiber optic,Electronic check,Yes,3,4,0
27,95.66,2479.16,Two year,Fiber optic,Bank transfer,No,1,3,0
10,48.78,511.3,Two year,DSL,Electronic check,No,2,3,0
55,90.68,4682.66,Two year,Fiber optic,Mailed check,No,4,3,0
53,96.76,5225.93,Month-to-month,DSL,Mailed check,Yes,1,5,0
26,84.2,2296.97,Month-to-month,Fiber optic,Electronic check,No,1,4,1
25,60.91,1577.11,Month-to-month,DSL,Electronic check,No,0,5,0
33,73.14,2488.94,Month-to-month,Fiber optic,Mailed check,No,3,4,0
29,60.48,1840.91,Month-to-month,No,Credit card,Yes,1,4,0
37,66.77,2360.13,Month-to-month,DSL,Mailed check,No,5,3,1
8,66.29,554.11,One year,Fiber optic,Electronic check,No,3,2,1
19,52.65,990.69,Month-to-month,DSL,Electronic check,No,1,3,0
11,84.88,871.91,One year,DSL,Credit card,Yes,0,4,0
53,72.45,3964.87,Two year,No,Electronic check,Yes,0,4,0
6,64.89,364.81,Month-to-month,DSL,Bank transfer,No,3,3,0
59,73.71,4101.26,Month-to-month,DSL,Electronic check,No,0,3,0
19,79.53,1390.28,One year,Fiber optic,Mailed check,No,2,4,0
37,56.31,2019.04,Month-to-month,DSL,Mailed check,No,1,2,1
12,107.71,1259.16,Month-to-month,Fiber optic,Credit card,Yes,2,3,0
5,38.63,184.21,Two year,No,Bank transfer,No,3,4,0
51,69.13,3619.48,Month-to-month,DSL,Electronic check,Yes,1,3,0
28,51.92,1504.1,One year,No,Bank transfer,Yes,0,5,0
7,66.85,448.41,Two year,DSL,Electronic check,Yes,0,4,0
17,103.51,1737.81,Month-to-month,Fiber optic,Credit card,No,0,4,1
16,81.19,1354.23,One year,Fiber optic,Electronic check,No,5,2,1
27,76.05,1937.33,Month-to-month,Fiber optic,Credit card,No,1,3,0
8,86.17,653.78,Month-to-month,Fiber optic,Credit card,Yes,5,3,1
6,100.66,585.17,Month-to-month,Fiber optic,Electronic check,No,2,3,1
21,45.77,914.54,One year,No,Credit card,Yes,1,3,0
8,69.99,517.77,One year,DSL,Credit card,No,0,3,0
52,65.97,3556.71,Two year,DSL,Credit card,No,0,3,0
34,76.18,2400.51,One year,DSL,Mailed check,Yes,1,3,0
34,72.71,2391.61,Month-to-month,Fiber optic,Bank transfer,No,1,3,0
2,94.12,175.52,Two year,Fiber optic,Electronic check,Yes,3,4,1
13,82.03,1029.36,Month-to-month,Fiber optic,Credit card,No,3,3,1
15,57.62,807.38,One year,No,Electronic check,No,1,3,0
7,47.4,310.04,Month-to-month,DSL,Bank transfer,No,1,3,0
29,78.3,2278.36,One year,Fiber optic,Credit card,No,1,3,0
26,89.28,2269.33,Two year,DSL,Credit card,No,1,2,0
33,61.38,1935.21,Month-to-month,DSL,Credit card,Yes,1,4,0
40,103.36,4316.96,Month-to-month,Fiber optic,Credit card,No,0,4,0
38,87.95,3496.44,Month-to-month,Fiber optic,Bank transfer,No,9,1,1
72,92.07,6626.53,Month-to-month,Fiber optic,Bank transfer,Yes,2,4,0
19,64.42,1158.48,Month-to-month,No,Electronic check,Yes,3,3,0
16,58.25,970.24,One year,No,Credit card,Yes,0,3,0
29,81.25,2279.87,Month-to-month,DSL,Mailed check,No,1,3,0
45,94.68,4187.79,Month-to-month,Fiber optic,Credit card,No,3,3,0
4,81.44,330.94,One year,Fiber optic,Mailed check,No,0,3,0
10,95.44,970.07,One year,Fiber optic,Mailed check,No,2,3,1
12,92.6,1088.62,Month-to-month,Fiber optic,Mailed check,Yes,3,2,1
20,56.43,1117.25,Two year,DSL,Credit card,No,3,3,1
13,90.69,1233.71,Two year,Fiber optic,Electronic check,Yes,0,5,0
40,103.19,4063.24,Two year,Fiber optic,Mailed check,Yes,3,3,0
22,63.0,1402.41,Month-to-month,DSL,Electronic check,No,5,3,0
17,79.14,1274.81,Month-to-month,Fiber optic,Mailed check,No,3,3,1
27,86.88,2347.07,Month-to-month,DSL,Mailed check,No,0,5,1
3,70.8,200.33,Two year,DSL,Electronic check,No,2,2,0
26,55.96,1407.88,Two year,DSL,Bank transfer,No,1,2,0
9,69.31,610.27,One year,No,Credit card,No,2,2,0
35,58.53,2063.34,Month-to-month,DSL,Credit card,No,1,3,0
3,56.63,158.1,Month-to-month,DSL,Bank transfer,Yes,2,3,0
28,76.15,1989.47,One year,DSL,Electronic check,Yes,1,3,0
9,58.01,483.85,Month-to-month,No,Bank transfer,No,3,4,0
45,89.14,3889.01,Month-to-month,Fiber optic,Bank transfer,No,2,3,0
4,87.27,330.31,One year,Fiber optic,Bank transfer,No,4,3,1
20,98.59,2011.35,One year,Fiber optic,Bank transfer,No,1,3,1
32,66.07,2171.79,Month-to-month,DSL,Bank transfer,No,2,4,0
25,94.4,2246.24,One year,Fiber optic,Bank transfer,Yes,1,2,0
25,73.6,1839.88,Month-to-month,No,Credit card,No,1,4,0
6,71.63,422.75,Month-to-month,DSL,Bank transfer,Yes,3,2,0
6,115.06,653.11,Month-to-month,Fiber optic,Electronic check,Yes,1,4,1
24,82.35,1981.71,Month-to-month,DSL,Credit card,No,3,3,1
21,71.13,1517.42,Month-to-month,DSL,Bank transfer,Yes,1,4,1
8,76.84,632.44,Month-to-month,No,Bank transfer,Yes,0,4,0
7,77.42,519.9,Month-to-month,DSL,Electronic check,Yes,0,4,0
18,73.44,1242.76,Month-to-month,Fiber optic,Electronic check,No,1,4,1
14,65.68,957.39,Month-to-month,No,Credit card,No,0,3,0
65,61.58,4167.23,One year,No,Electronic check,Yes,3,4,0
47,56.26,2531.02,Month-to-month,No,Mailed check,No,0,4,0
34,77.27,2436.16,Month-to-month,DSL,Mailed check,Yes,1,4,0
51,71.11,3670.67,Month-to-month,Fiber optic,Electronic check,Yes,0,5,0
11,96.63,1028.3,Month-to-month,No,Bank transfer,Yes,0,5,1
12,74.77,913.91,One year,Fiber optic,Electronic check,No,2,4,0
43,103.1,4119.78,Two year,Fiber optic,Electronic check,Yes,2,5,0
20,55.8,1093.37,Month-to-month,DSL,Credit card,Yes,2,3,0
20,64.15,1235.87,Month-to-month,DSL,Bank transfer,Yes,3,4,1
7,75.56,530.78,Month-to-month,DSL,Credit card,No,1,3,1
41,69.4,2880.36,Month-to-month,DSL,Mailed check,Yes,2,3,0
29,89.04,2694.19,Two year,Fiber optic,Credit card,No,2,3,0
15,74.13,1073.27,One year,DSL,Electronic check,Yes,0,5,0
12,53.03,596.14,One year,No,Electronic check,No,1,4,0
46,78.26,3761.91,Two year,No,Electronic check,Yes,0,3,0
11,84.62,925.34,One year,Fiber optic,Electronic check,No,1,3,0
5,82.09,427.41,Month-to-month,Fiber optic,Credit card,Yes,3,2,1
48,84.79,4183.75,One year,Fiber optic,Mailed check,No,0,3,0
48,71.98,3399.08,One year,DSL,Bank transfer,Yes,3,3,0
11,66.14,677.69,Month-to-month,DSL,Mailed check,Yes,1,4,0
72,70.9,4895.29,One year,DSL,Electronic check,No,3,4,0
18,96.95,1764.17,Month-to-month,Fiber optic,Credit card,No,1,3,1
11,52.51,586.51,Month-to-month,DSL,Bank transfer,No,2,2,0
28,59.66,1591.59,One year,DSL,Electronic check,No,2,3,0
6,72.16,434.4,Month-to-month,DSL,Mailed check,Yes,1,3,0
8,95.35,711.97,Month-to-month,Fiber optic,Electronic check,No,1,2,1
24,47.19,1073.44,Month-to-month,DSL,Bank transfer,No,3,3,1
21,85.72,1684.8,One year,No,Mailed check,Yes,2,3,0
37,68.42,2396.09,Two year,DSL,Credit card,Yes,0,5,0
7,73.78,486.23,One year,DSL,Credit card,Yes,2,4,0
66,107.53,7193.33,One year,Fiber optic,Electronic check,No,1,4,0
14,90.86,1321.74,Month-to-month,Fiber optic,Electronic check,No,1,3,1
20,99.35,2077.64,One year,Fiber optic,Credit card,Yes,5,4,0
13,83.45,1053.2,Month-to-month,Fiber optic,Mailed check,No,1,4,0
6,79.38,491.39,Month-to-month,Fiber optic,Mailed check,No,1,4,0
19,63.01,1115.73,One year,DSL,Bank transfer,No,2,4,0
31,84.22,2595.03,Month-to-month,Fiber optic,Mailed check,Yes,3,4,0
16,70.76,1130.67,Two year,No,Bank transfer,No,1,2,0
9,101.59,889.89,Month-to-month,Fiber optic,Credit card,Yes,4,3,0
38,91.59,3212.16,One year,Fiber optic,Bank transfer,Yes,1,4,0
39,78.27,2939.27,Month-to-month,Fiber optic,Electronic check,No,0,3,0
16,77.37,1139.71,One year,Fiber optic,Electronic check,Yes,2,4,1
25,74.5,1909.22,One year,DSL,Credit card,No,2,3,0
37,63.75,2476.45,Month-to-month,DSL,Bank transfer,Yes,0,4,0
31,58.45,1715.85,Two year,DSL,Bank transfer,No,0,4,1
25,83.83,2138.19,One year,No,Electronic check,Yes,1,5,0
30,75.78,2354.94,Month-to-month,Fiber optic,Credit card,No,3,3,0
26,71.37,1776.82,One year,DSL,Mailed check,Yes,1,4,0
19,84.82,1618.52,Month-to-month,Fiber optic,Credit card,Yes,3,3,1
7,78.8,525.35,One year,Fiber optic,Electronic check,Yes,0,4,0
8,97.49,724.24,Month-to-month,Fiber optic,Electronic check,Yes,1,3,1
27,63.86,1715.55,Two year,DSL,Electronic check,Yes,3,3,0
13,63.55,791.25,Month-to-month,No,Mailed check,No,1,5,0
26,91.69,2460.6,One year,Fiber optic,Credit card,No,2,4,0
6,88.49,554.58,Two year,Fiber optic,Mailed check,No,2,2,0
10,59.31,559.33,Two year,No,Credit card,No,0,3,0
16,83.39,1253.49,One year,DSL,Bank transfer,Yes,2,4,0
2,61.67,116.68,One year,DSL,Electronic check,No,4,3,1
9,64.06,565.3,Month-to-month,Fiber optic,Bank transfer,Yes,3,2,1
11,89.04,941.6,Month-to-month,Fiber optic,Credit card,Yes,1,3,1
22,51.9,1145.67,One year,DSL,Bank transfer,Yes,4,4,0
16,82.74,1297.95,One year,Fiber optic,Electronic check,Yes,2,4,1
23,49.23,1045.02,Month-to-month,DSL,Credit card,No,3,3,1
20,101.74,2070.09,One year,Fiber optic,Bank transfer,Yes,2,2,0
15,64.38,932.83,Month-to-month,DSL,Credit card,Yes,2,2,0
11,72.42,801.68,One year,DSL,Bank transfer,Yes,2,3,0
20,101.83,2096.15,Month-to-month,Fiber optic,Mailed check,Yes,3,3,1
45,71.5,3005.52,Two year,Fiber optic,Mailed check,No,0,3,0
11,86.73,951.63,Month-to-month,Fiber optic,Credit card,Yes,2,3,1
64,48.68,3243.74,Month-to-month,DSL,Credit card,Yes,0,4,0
21,43.31,852.76,One year,No,Mailed check,No,4,2,1
36,96.71,3477.25,Month-to-month,Fiber optic,Electronic check,No,2,4,0
25,75.53,1790.28,Month-to-month,Fiber optic,Electronic check,No,2,1,0
28,55.63,1519.54,One year,No,Electronic check,Yes,1,4,0
9,54.56,498.38,Two year,No,Electronic check,No,1,3,0
13,57.17,765.03,One year,DSL,Mailed check,Yes,2,4,0
4,74.02,308.03,Month-to-month,Fiber optic,Electronic check,No,4,3,1
16,89.79,1471.73,Month-to-month,Fiber optic,Mailed check,No,1,3,1
30,64.44,1996.93,One year,No,Credit card,Yes,2,3,0
16,77.95,1162.16,One year,DSL,Electronic check,No,6,3,0
37,91.65,3428.68,Two year,Fiber optic,Bank transfer,Yes,1,3,0
14,75.66,1070.45,Month-to-month,DSL,Electronic check,Yes,2,4,1
11,59.81,612.63,Month-to-month,DSL,Bank transfer,No,3,3,1
12,107.31,1240.93,Two year,Fiber optic,Credit card,Yes,1,3,1
32,36.0,1112.64,Month-to-month,No,Electronic check,No,3,2,1
55,65.0,3589.92,Two year,DSL,Credit card,No,6,1,0
68,99.53,6704.54,Month-to-month,Fiber optic,Electronic check,Yes,2,5,0
30,81.39,2543.99,One year,Fiber optic,Mailed check,Yes,2,3,0
36,76.12,2571.7,Month-to-month,DSL,Electronic check,Yes,1,5,0
5,78.12,389.47,Two year,DSL,Mailed check,Yes,1,3,0
6,88.43,497.28,Two year,Fiber optic,Electronic check,No,3,4,0
9,52.93,491.5,Month-to-month,DSL,Bank transfer,No,3,3,0
47,85.36,3889.96,One year,Fiber optic,Electronic check,Yes,0,3,1
46,110.75,4872.06,Month-to-month,Fiber optic,Credit card,Yes,2,4,0
72,51.8,3568.56,Month-to-month,No,Electronic check,No,2,3,1
9,76.38,643.04,One year,Fiber optic,Electronic check,No,1,3,1
18,39.3,669.97,One year,No,Mailed check,No,0,4,0
4,79.51,308.47,Month-to-month,Fiber optic,Bank transfer,No,4,3,1
5,97.78,451.95,Month-to-month,Fiber optic,Credit card,Yes,4,3,1
15,81.25,1201.44,Month-to-month,Fiber optic,Credit card,No,2,3,1
9,62.79,533.52,Month-to-month,No,Mailed check,No,2,3,1
10,96.71,958.91,Month-to-month,Fiber optic,Credit card,No,3,3,1
12,89.83,1010.84,Month-to-month,Fiber optic,Electronic check,Yes,2,5,1
50,87.82,4186.36,Two year,Fiber optic,Credit card,Yes,6,4,0
40,90.04,3683.97,Month-to-month,DSL,Mailed check,Yes,4,2,1
8,93.43,784.23,Two year,Fiber optic,Electronic check,No,6,3,0
40,80.84,3121.1,Month-to-month,Fiber optic,Mailed check,No,3,3,1
10,70.72,694.11,Month-to-month,DSL,Bank transfer,Yes,0,4,1
5,65.75,321.3,Month-to-month,No,Mailed check,Yes,1,4,0
11,56.94,605.46,Month-to-month,No,Electronic check,Yes,2,3,0
24,60.12,1375.82,One year,No,Mailed check,No,1,4,0
9,86.13,777.96,Month-to-month,Fiber optic,Mailed check,No,0,3,1
29,102.71,2831.45,Month-to-month,Fiber optic,Bank transfer,Yes,1,3,1
12,81.74,959.64,Month-to-month,Fiber optic,Credit card,Yes,1,3,1
25,64.78,1573.27,One year,No,Credit card,Yes,0,3,0
8,60.81,494.79,Month-to-month,DSL,Mailed check,No,3,3,1
19,76.16,1484.96,Month-to-month,DSL,Bank transfer,No,2,3,1
9,44.85,372.52,Month-to-month,DSL,Bank transfer,No,2,3,1
15,69.76,1039.66,One year,DSL,Credit card,No,0,3,0
64,62.16,3719.09,Two year,DSL,Bank transfer,No,1,4,0
13,86.13,1043.17,Month-to-month,Fiber optic,Bank transfer,Yes,4,3,0
6,70.09,405.45,Month-to-month,DSL,Mailed check,Yes,2,1,1
20,86.37,1605.18,Month-to-month,Fiber optic,Credit card,No,5,1,1
20,81.57,1697.93,Two year,Fiber optic,Bank transfer,No,6,3,0
20,85.49,1726.99,Month-to-month,Fiber optic,Electronic check,No,4,3,1
28,65.48,1840.56,One year,No,Bank transfer,No,0,3,0
13,58.86,720.72,One year,No,Electronic check,Yes,2,3,1
30,64.78,2002.71,Month-to-month,DSL,Electronic check,Yes,1,4,0
19,60.89,1103.56,One year,No,Bank transfer,Yes,1,4,0
6,96.1,550.25,One year,Fiber optic,Bank transfer,Yes,2,4,0
33,69.59,2378.29,Month-to-month,Fiber optic,Credit card,No,1,3,0
21,71.66,1506.7,Month-to-month,Fiber optic,Credit card,No,2,3,1
29,98.55,2877.48,Month-to-month,Fiber optic,Mailed check,No,2,3,0
6,72.55,455.55,Month-to-month,DSL,Electronic check,Yes,2,3,0
34,95.19,3145.57,One year,Fiber optic,Electronic check,No,3,3,0
72,67.32,4632.15,One year,No,Credit card,No,3,3,0
6,56.49,323.55,Two year,DSL,Mailed check,Yes,1,4,0
38,78.99,2838.95,Month-to-month,Fiber optic,Electronic check,No,1,4,1
22,56.12,1270.21,Month-to-month,No,Bank transfer,No,4,3,1
19,48.61,884.3,Month-to-month,No,Electronic check,No,1,2,0
35,55.48,1815.91,One year,DSL,Bank transfer,No,2,3,0
32,100.93,3296.87,Month-to-month,Fiber optic,Credit card,No,3,2,0
44,79.84,3672.0,Month-to-month,Fiber optic,Bank transfer,No,3,3,0
7,60.11,429.01,One year,DSL,Mailed check,No,2,3,0
46,66.27,2936.49,One year,DSL,Electronic check,No,3,4,0
25,106.25,2503.33,Month-to-month,Fiber optic,Electronic check,Yes,3,4,1
4,73.56,300.82,One year,No,Electronic check,Yes,1,4,1
13,79.55,1040.63,Month-to-month,Fiber optic,Mailed check,No,3,2,1
22,50.17,1043.73,One year,No,Electronic check,Yes,1,3,0
13,99.74,1352.61,One year,Fiber optic,Bank transfer,No,4,2,1
17,82.25,1393.99,One year,No,Mailed check,Yes,3,3,1
12,111.29,1331.32,Month-to-month,Fiber optic,Mailed check,No,3,3,1
72,87.22,6101.18,One year,DSL,Electronic check,Yes,1,3,0
30,50.39,1431.07,Month-to-month,No,Mailed check,No,2,4,0
20,83.44,1661.94,Month-to-month,Fiber optic,Bank transfer,No,2,3,1
8,72.19,562.86,Two year,Fiber optic,Electronic check,Yes,3,4,0
45,51.87,2197.16,Month-to-month,No,Mailed check,Yes,2,3,0
28,51.56,1331.87,One year,No,Bank transfer,No,1,4,0
9,87.88,818.59,Month-to-month,DSL,Bank transfer,Yes,1,3,0
9,102.71,962.46,Month-to-month,Fiber optic,Credit card,Yes,2,3,0
17,117.56,1864.84,Month-to-month,Fiber optic,Credit card,Yes,1,3,1
20,116.73,2236.93,Month-to-month,Fiber optic,Bank transfer,No,3,2,1
30,75.75,2305.19,One year,DSL,Credit card,Yes,3,3,0
18,87.65,1584.11,Two year,Fiber optic,Credit card,Yes,3,4,0
32,94.96,2952.7,Two year,Fiber optic,Credit card,Yes,1,4,0
13,42.74,534.46,Two year,No,Bank transfer,No,1,3,0
18,93.39,1762.3,Month-to-month,DSL,Credit card,Yes,1,3,1
46,49.97,2147.78,Two year,DSL,Electronic check,Yes,1,4,0
33,80.14,2715.51,Month-to-month,No,Credit card,Yes,4,3,1
19,70.15,1292.9,Month-to-month,DSL,Electronic check,Yes,1,3,0
24,81.64,1805.9,Month-to-month,Fiber optic,Electronic check,No,2,4,0
18,31.18,574.55,Month-to-month,No,Electronic check,No,0,4,1
5,64.72,338.76,One year,No,Credit card,No,2,4,0
56,99.9,5750.22,Month-to-month,Fiber optic,Mailed check,No,2,4,1
9,86.62,780.27,Month-to-month,Fiber optic,Bank transfer,Yes,4,2,1
14,98.64,1404.23,Month-to-month,Fiber optic,Mailed check,Yes,2,4,0
72,97.47,6711.29,Month-to-month,Fiber optic,Mailed check,No,4,3,0
7,85.08,569.46,Two year,Fiber optic,Credit card,No,3,3,0
17,64.51,1131.47,Month-to-month,Fiber optic,Mailed check,No,3,3,1
48,66.5,3181.82,Month-to-month,DSL,Bank transfer,No,3,4,0
65,102.14,6493.69,One year,Fiber optic,Credit card,No,2,2,0
27,53.57,1449.43,Two year,No,Electronic check,Yes,0,4,0
45,77.75,3392.35,Month-to-month,DSL,Mailed check,No,1,4,0
16,82.22,1364.4,Month-to-month,Fiber optic,Electronic check,Yes,4,3,0
1,65.0,62.27,Two year,No,Mailed check,Yes,3,3,0
42,53.15,2100.35,Month-to-month,DSL,Credit card,No,1,4,0
19,70.14,1257.26,Month-to-month,DSL,Electronic check,No,1,4,1
15,79.14,1234.8,Month-to-month,No,Electronic check,Yes,1,2,0
14,67.15,902.48,Month-to-month,No,Bank transfer,No,0,3,1
31,74.03,2402.82,Two year,DSL,Bank transfer,No,2,3,0
31,57.6,1652.05,Two year,DSL,Mailed check,Yes,0,4,0
19,88.47,1557.21,Month-to-month,Fiber optic,Mailed check,No,5,2,1
26,69.34,1850.88,One year,DSL,Electronic check,Yes,2,4,0
7,70.34,478.88,Two year,DSL,Electronic check,Yes,1,3,0
16,62.47,1010.97,One year,No,Mailed check,Yes,1,3,0
8,76.68,611.59,One year,DSL,Bank transfer,No,4,4,0
7,87.88,620.91,Two year,Fiber optic,Credit card,Yes,2,5,0
25,72.79,1798.34,Month-to-month,DSL,Mailed check,No,4,3,1
20,100.03,2023.51,Month-to-month,Fiber optic,Electronic check,No,1,3,1
13,78.35,1012.5,One year,DSL,Electronic check,Yes,0,4,0
16,71.76,1116.41,One year,DSL,Credit card,No,3,4,0
26,39.43,1036.07,Month-to-month,No,Bank transfer,Yes,0,4,0
32,87.03,2606.26,Month-to-month,Fiber optic,Credit card,No,3,2,0
28,53.38,1427.02,One year,No,Mailed check,No,5,2,0
4,64.19,242.47,Month-to-month,DSL,Electronic check,No,1,2,1
2,73.19,150.67,Two year,Fiber optic,Credit card,No,1,2,0
10,77.34,774.07,Two year,Fiber optic,Electronic check,No,2,3,0
2,73.37,135.03,Month-to-month,No,Electronic check,Yes,0,3,0
52,60.64,3239.41,One year,No,Bank transfer,Yes,1,4,0
15,76.76,1100.55,One year,Fiber optic,Bank transfer,No,3,3,0
6,52.77,291.74,Month-to-month,DSL,Mailed check,No,2,2,1
15,99.9,1394.26,Month-to-month,Fiber optic,Bank transfer,Yes,2,4,1
3,79.82,237.56,Month-to-month,DSL,Mailed check,Yes,2,4,0
6,95.21,539.09,Two year,Fiber optic,Credit card,No,2,3,0
